Crime, Location, Date
ASSIST CITIZEN/ ECO,1215 Lee Street,7-12-2019

ASSAULT INTIMIDATION,600 Brandon Avenue,7-12-2019

FOUND PROPERTY,2304 Ivy Road,7-12-2019

"ASSIST CITIZEN/MED, PROFANE SWEARING",16 Elliewood Ave,7-13-2019

SIMPLE ASSAULT,1215 Lee Street,7-13-2019

SIMPLE ASSAULT,1215 Lee Street,7-13-2019

LARCENY,1215 Lee Street,7-13-2019

TRESPASS,1609 University Avenue,7-14-2019

LARCENY/THEFT FROM BUILDING,1215 Lee Street,7-15-2019

PROPERTY DAMAGE,179 Culbreth Road,7-16-2019

LARCENY,85 Engineers Way,7-16-2019

LOST PROPERTY,425 Tree House Drive #27,7-16-2019

TRESPASS,1210 Lee Street,7-17-2019

ASSIST CITIZEN/ECO,1335 Lee Street,7-17-2019

ACCIDENT,10 Bonnycastle Drive NO PI,7-17-2019

FOUND PROPERTY,1215 Lee Street,7-17-2019

ASSIST AGENCY,1215 Lee Street,7-18-2019

STATE VEHICLE CRASH,1702 University Avenue,7-18-2019

LARCENY,109 Culbreth Road,7-18-2019

"OPEN CONTAINER, TRESPASS",130 Culbreth Road,7-18-2019

ASSIST AGENCY  BACKUP/ASSAULT,9 Elliewood Avenue,7-19-2019

VANDALISM,1215 Lee Street,7-19-2019

ACCIDENT,1101 Millmont Street,7-19-2019

HIT AND RUN,1210 Lee Street,7-19-2019

FOUND PROPERTY,164 McCormick Road,7-19-2019

FOUND PROPERTY,1215 Lee Street,7-19-2019

WARRANT SERVICE,504 Buckler Dr 6B,7-20-2019

SIMPLE ASSAULT/ABDUCTION,180 Copley Rd,7-20-2019

DOMESTIC DISTURBANCE,1215 Lee St 6147,7-20-2019

TRESPASS,1210 Lee Street,7-21-2019

HIT AND RUN,1210 Lee Street,7-21-2019

ASSIST AGENCYWARRANT SERVICE,1215 Lee Street,7-21-2019

FOUND PROPERTY,1215 Lee Street,7-22-2019

LOST/FOUND PROPERTY,1215 Lee St,7-22-2019

ASSAULT SIMPLE,1215 Lee St,7-22-2019

STALKING,1415 Jefferson Park Avenue,7-22-2019

ASSIST AGENCY,1340 Jefferson Park Avenue,7-24-2019

LOST PROPERTY,1335 Lee Street #4227A,7-24-2019

THREATENING PHONE CALL,1340 Jefferson Park Avenue,7-24-2019

ASSIST CITIZEN/MEDICAL,450 Whitehead Road,7-25-2019

DRIVER EXCHANGE,1815 Stadium Road  NO PI,7-25-2019

LARCENYTHEFT FROM BUILDING,1204 W Main Street,7-26-2019

HIT AND RUN,123 Emmet Street N,7-26-2019

ASSAULT  INTIMIDATION,10 Duffy Boulevard,7-27-2019

SIMPLE ASSAULT,1215 Lee Street,7-27-2019

ASSIST CITIZENMEDICAL,1826 University Avenue    2019,7-28-2019

FOUND PROPERTY,50 Lambeth Commons     2019,7-28-2019

FOUND PROPERTY,180 McCormick Road      2019,7-29-2019

THEFT FROM BUILDING,1215 Lee Street      2019,7-29-2019

THEFT FROM BUILDING,1215 Lee Street     2019,7-29-2019

BURGLARY,163 Rugby Road      2019,7-29-2019

FOUND PROPERTY,555 McCormick Road       201,7-30-2019

THEFT FROM MOTOR VEHICLE,380 Crispell Dr     201,7-30-2019

TRESPASS,"350 Poplar Dr Petersburg, VA     2019",7-30-2019

DRIVER EXCHANGE,475 Copley Rd    NO PI   2019,7-31-2019

DRIVER EXCHANGE  Leonard Sandridge Rd / Massie Rd   NO PI,2019,7-31-2019

DIP,295 Massie Road         2019,7-31-2019

FOUND PROPERTY,1215 Lee Street       2019,8-1-2019

DIP,1204 W. Main Street        2019,8-1-2019

ASSIST CITIZEN/MEDICAL,10 Duffy Boulevard         2019,8-1-2019

LARCENY,135 Hospital Drive #1057D       2019,8-1-2019

ASSIST CITIZEN/MEDICAL,400 Emmet Street       201,8-2-2019

SIMPLE ASSAULT,1215 Lee Street     201,8-2-2019

DRIVER EXCHANGE,1210 Lee Street  NO PI   2019,8-2-2019

PROPERTY DAMAGE  Cemetery Drive,201,8-3-2019

TRESPASS,425 Tree House Drive      201,8-4-2019

ASSIST ON PREVIOUS REPORTED,2304 Ivy Road       201,8-4-2019

LARCENYSHOPLIFTING TRESPASS,1215 Lee Street        201,8-4-2019

NON CRIMINAL CALL,1800 Jefferson Park Ave #7     201,8-5-2019

PROPERTY DAMAGE,1800 Jefferson Park Ave #7     201,8-6-2019

TRESPASS,2015 Ivy Road      201,8-6-2019

ASSIST CITIZENWELFARE CHECK,1215 Lee Street      201,8-6-2019

ASSIST CITIZENMENTAL TDO/ECO SERVICE,1215 Lee Street       201,8-6-2019

TRESPASS,1 Clark Park        201,8-6-2019

DISORDERLY CONDUCT,1221 Lee Street            201,8-6-2019

ASSIST CITIZENMENTAL,1215 Lee Street            201,8-6-2019

TRESPASS,1335 Lee Street        201,8-6-2019

TRESPASS  JPA,201,8-7-2019

LOST/FOUND PROPERTY,1815 Stadium Road        201,8-7-2019

LARCENY,547 Seymour Road #1         201,8-7-2019

ACCIDENT PROPERTY DAMAGE,1815 Stadium Road         201,8-7-2019

DRIVER EXCHANGE,1815 Stadium Road  NO PI      201,8-7-2019

ASSIST CITIZENMENTAL/TDO/ECO,1215 Lee St       201,8-8-2019

PHONE CALLS THREATENING/OBSCENE,1605 Jefferson Park Ave     201,8-8-2019

ASSIST CITIZEN MENTAL/TDO/ECO,295 Massie Rd       201,8-8-2019

FOUND PROPERTY,525 McCormick Road           201,8-8-2019

"ASSIST CITIZEN/ MEDICAL, UNDERAGE POSSESSION",445 Rugby Road       201,8-9-2019

"DRUNKENESS DIP, TRESPASS",1702 University Avenue   201,8-9-2019

ASSIST CITIZEN/ ECO,1215 Lee Street      201,8-9-2019

HIT AND RUN,260 Hereford Drive      201,8-9-2019

LOST PROPERTY,1215 Lee Street      201,8-9-2019

TRESPASS,1215 Lee Street       201,8-9-2019

TRESPASS,1826 University Avenue      201,8-10-2019

DUI,1215 Lee Street        201,8-10-2019

LARCENY,1215 Lee Street       201,8-10-2019

HIT AND RUN,1210 Lee Street       201,8-10-2019

ASSIST CITIZEN/ MENTAL,1827 University Avenue        201,8-11-2019

DRUG/NARCOTICS VIOLATION,2121 Ivy Road        201,8-11-2019

DRIVING UNDER THE INFLUENCE,1515 University Avenue       201,8-11-2019

ASSIST AGENCY,1215 Lee Street           201,8-11-2019

ASSIST CITIZEN/ MISC,450 McCormick Road           201,8-11-2019

NON CRIMINAL CALL/ PROPERTY DAMAGE,1210 Lee Street     201,8-12-2019

ASSAULT SIMPLE,1215 Lee Street         201,8-13-2019

PROERTY DAMAGE,575 Alderman Road        201,8-13-2019

TRESPASS,510 Massie Road          201,8-13-2019

PROPERTY FOUND/RECOVERED,1215 Lee Street       201,8-14-2019

SUSPICIOUS ACTIVITY,1001 Emmet St N        201,8-14-2019

STALKING,1335 Lee St 4600          201,8-14-2019

TRESPASS,1210 Lee St            201,8-15-2019

WARRANT SERVICE,1215 Lee St          201,8-16-2019

MISCELLANEOUS NONCRIMINAL CALL,250 Hereford Dr   201,8-16-2019

ASSAULT SIMPLE,1215 Lee St      201,8-16-2019

ASSIST AGENCYOTHER,1400 University Ave    201,8-17-2019

ASSIST CITIZEN MEDICAL  University Ave,201,8-17-2019

MISCCRIMINAL CALL,1210 Lee St      201,8-17-2019

ASSIST CITIZEN MEDICAL,1106 W Main St         201,8-17-2019

"DIP, UNDERAGE POSSESSION, FALSE ID",1215 Lee Street      201,8-18-2019

PROPERTY DAMAGE,117 11th Street SW           201,8-18-2019

HIT AND RUN,64 Lambeth      201,8-19-2019

HIT AND RUN,1335 Lee St      201,8-19-2019

ASSIST CITIZEN MEDICAL,123 Emmet St N     201,8-19-2019

DRIVER EXCHANGE,1215 Lee St  NO PI     201,8-19-2019

ASSIST CITIZEN MENTAL/TDO/ECO,1215 Lee St       201,8-19-2019

STATE VEHCILE CRASH,580 Massie Rd  NO PI    201,8-19-2019

PHONE CALLS  ANNOYING,1827 University Ave       201,8-20-2019

DIP,1240 Lee Street         201,8-20-2019

SIMPLE ASSAULT,1215 Lee Street        201,8-20-2019

DRIVER EXCHANGE,1240 Lee Street   NO PI   201,8-21-2019

LARCENY,117 11th Street SW        201,8-21-2019

LARCENY,1210 Lee Street        201,8-21-2019

ASSAULTSIMPLE,1215 Lee Street       201,8-21-2019

ASSIST CITIZEN ECO,1215 Lee Street          201,8-21-2019

TRESPASS,1215 Lee St           201,8-23-2019

TRESPASS,1215 Lee St           201,8-23-2019

MISCNON CRIMINAL CALL Emmet St N,201,8-23-2019

STATE VEHICLE CRASH REPORT Lee St,201,8-23-2019

ASSAULT SIMPLE,1215 Lee St       201,8-24-2019

ACCIDENT WITH DAMAGE,140 Emmet Street     201,8-24-2019

ANNOYING PHONE CALLS,2304 Ivy Road           201,8-24-2019

TRESPASS,1210 Lee Street       201,8-24-2019

ASSIST CITIZEN,51 Lambeth Commons 3      201,8-25-2019

LOST/FOUND PROPERTY,1517 University Ave     201,8-25-2019

LOST/FOUND PROPERTY,1517 University Ave     201,8-25-2019

TRESPASS,1215 Lee St            201,8-25-2019

LARCENYTHEFT FROM BUILDING,400 Emmet St S    201,8-25-2019

SIMPLE ASSAULT,1215 Lee St       201,8-26-2019

POLICE CRASH REPORT,1900 Carrs Hill Rd     201,8-26-2019

TRESPASS,1015 Massie Road       201,8-27-2019

ASSIST CITIZEN/ECO,1215 Lee Street      201,8-27-2019

FOUND PROPERTY,409 McCormick Road      201,8-27-2019

ASSIST CITIZEN/ECO,420 McCormick Road      201,8-27-2019

HIT AND RUN,117 11TH Street SW     201,8-28-2019

DRIVERS EXCHANGE,1215 Lee Street  NO PI   201,8-28-2019

DRUG/ NARCOSTIC VIOLATION,1240 Lee Street    201,8-28-2019

FOUND PROPERTY,179 McCormick Road                 201,8-28-2019

ASSIST CITIZEN/MEDICAL,179 McCormick Road    201,8-28-2019

ASSIST AGENCY,150 Whitehead Road      201,8-28-2019

LARCENY,450 Whitehead Road      201,8-28-2019

FOUND PROPERTY,93 Amphitheater Way     201,8-28-2019

STALKING/TRESPASS,485 McCormick Road         201,8-29-2019

LARCENY,1221 Lee Street           201,8-29-2019

SUSPICIOUS PERSON,2304 Ivy Road         201,8-30-2019

"LIQUOR LAW, UNDERAGE POSSESSION",440 McCormick Rd        201,8-30-2019

STALKING,160 McCormick Road          201,8-30-2019

LARCENY,1215 Lee Street          201,8-30-2019

FOUND PROPERTY/DRUG NARCOTIC VIOLATION,600 Brandon Avenue  201,8-30-2019

ASSIST AGENCY/OTHER,1215 Lee Street         201,8-30-2019

FOUND PROPERTY,580 Massie Road             201,8-30-2019

ASSIST AGENCY/OTHER,450 McCormick Rd          201,8-31-2019

ASSIST CITZEN/MEDICAL,435 Tree House Dr        201,8-31-2019

ASSIST AGENCY/OTHER,11 West Lawn         201,8-31-2019

LOST/FOUND PROPERTY,580 Massie Rd        201,8-31-2019

ASSIST CITIZEN/WELFARE CHECK,561 McCormick Rd       201,8-31-2019

ASSIST CITIZEN/WELFARE CHECK,450 Whitehead Road      201,8-31-2019

ASSIST CITIZEN/MENTAL,100 Hospital Drive             201,8-31-2019

ASSIST CITZEN,1215 Lee Street     201,9-1-2019

FOUND PROPERTY,110 Bayly Drive    201,9-1-2019

HIT AND RUN,160 McCormick Road    201,9-1-2019

CONCERNING EMAIL,180 McCormick Road    201,9-1-2019

SUSPICIOUS TEXT MESSAGE,261 Colonnade Drive   201,9-1-2019

ASSIST CITIZENMENTAL,1605 Jefferson Park Ave     201,9-2-2019

TRESPASS,1601 University Ave      201,9-3-2019

HIT AND RUN,1210 Lee St       201,9-3-2019

ASSIST CITIZEN/MEDICAL,1240 Lee St    201,9-3-2019

ASSIST CITIZENMEDICAL,735 Alderman Road   201,9-4-2019

"LARCENY, VANDALISM",130 Culbreth Road    201,9-4-2019

LARCENY,1215 Lee Street     201,9-4-2019

ASSIST CITIZENMEDICAL,525 McCormick Road   201,9-4-2019

ASSIST CITIZEN/MENTAL,2304 Ivy Road     201,9-5-2019

LARCENY,1540 Jefferson Park Avenue    201,9-5-2019

SUSPICIOUS ACTIVITY,735 Alderman Road    201,9-6-2019

SUSPICIOUS DOCUMENTS,201 Cabell Drive     201,9-6-2019

FOUND PROPERTY,10 Bonnycastle Drive     201,9-6-2019

FOUND PROPERTY Stadium Rd/ George Welsh Way,201,9-6-2019

DRUNK IN PUBLIC,1815 Stadium Road      201,9-6-2019

ASSAULTAGGRAVATED  Floyd Drive / Alderman Road,201,9-7-2019

ASSIST CITIZEN/MEDICAL,72 Monroe Hall    201,9-7-2019

DRUNK IN PUBLIC/ELUDING,1827 University Ave   201,9-7-2019

DIP/FALSE ID/LIQUOR LAW VIOLATION,1505 University Ave  201,9-7-2019

DRUNK IN PUBLIC,295 Massie Road    201,9-7-2019

HIT AND RUN,207 Sprigg Lane     201,9-7-2019

TRESPASS,115 Madison Lane       201,9-7-2019

LARCENY,50 Lambeth Commons      201,9-7-2019

NARCOTICS VIOLATION,250 Hereford Drive   201,9-8-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,435 Treehouse Dr  201,9-8-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,145 McCormick Rd  201,9-8-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,571 McCormick Rd  201,9-8-2019

ASSIST CITIZENMEDICAL,10 Bonnycastle Drive   201,9-8-2019

FOUND PROPERTY  Leonard Sandridge Road,201,9-8-2019

ASSIST AGENCY WARRANT,1215 Lee Street   201,9-8-2019

VANDALISM,1215 Lee Street     201,9-8-2019

PROPERTY DAMAGE,1215 Lee Street    201,9-8-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,450 McCormick Rd  201,9-8-2019

ASSAULTSIMPLE,1215 Lee Street     201,9-8-2019

LARCENY,70 Lambeth Commons     201,9-8-2019

SUSPICIOUS ACTIVITY,395 McCormick Road   201,9-8-2019

FOUND PROPERTY,1215 Lee Street     201,9-9-2019

PROPERTY DAMAGE,117 11th Street SW    201,9-9-2019

FOUND PROPERTY,140 Chemistry Drive    201,9-9-2019

ASSIST AGENCY,1215 Lee St     201,9-10-2019

TRESPASS,1215 Lee St.      201,9-10-2019

MISC NONCRIMINAL CALL,1340 Jefferson Park Ave  201,9-10-2019

STATE VEHICLE CRASH REPORT,566 Faulconer Dr.   201,9-10-2019

HIT AND RUN,1210 Lee St.     201,9-10-2019

MISC NONCRIMINAL CALL,1210 Lee St.    201,9-10-2019

LOST/FOUND PROPERTY,128 Amphitheater way   201,9-10-2019

POLICE STATE CRASH REPORT,600 Massie Rd   201,9-11-2019

"ASSIST AGENCY, MEDICAL ASSIST",405 Emmet St S G004  201,9-11-2019

POLICE CRASH REPORT,148 Amphitheater Way   201,9-11-2019

LARCENY,248 McCormick Rd     201,9-11-2019

ASSIST CITIZEN/MEDICAL,164 McCormick Rd   201,9-11-2019

POLICE CRASH REPORT  Stadium Rd,201,9-11-2019

POLICE CRASH REPORT  Leonard Sandridge Road,201,9-12-2019

STATE VEHICLE CRASH REPORT  McCormick Road,201,9-12-2019

MISCELLANEOUS CRIMINAL,2400 Old Ivy Road   201,9-12-2019

HIT AND RUN,1210 Lee Street     201,9-12-2019

FOUND PROPERTY,295 Massie Road    201,9-12-2019

MOTOR VEHICLE THEFT,1210 Lee Street    201,9-12-2019

ASSIST CITIZEN  MEDICAL,435 Treehouse Dr. 230   20,9-13-2019

TRESPASS,7 W Pavilion       201,9-13-2019

STATE VEHICLE CRASH,148 Amphitheater Way   201,9-13-2019

LOST PROPERTY,189 McCormick Rd     201,9-13-2019

LOST PROPERTY,430 Treehouse Drive    201,9-13-2019

ASSIST CITIZENMEDICAL,295 Massie Road   201,9-13-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,469 Lambeth Comm  201,9-13-2019

ASSIST CITIZEN  MEDICAL,265 Hereford Dr.     201,9-14-2019

ASSIST CITIZEN  MEDICAL,180 McCormick Rd.     201,9-14-2019

HIT AND RUN,117 11th St.       201,9-14-2019

ASSIST CITIZEN,476 Faulkner Way      201,9-14-2019

ROBBERYSTRONG ARM,1540 Jefferson Park Ave    201,9-14-2019

"LARCENY, TRESPASS",1815 Stadium Road     201,9-14-2019

LOST PROPERTY,1815 Stadium Road      201,9-15-2019

FOUND PROPERTY  Alderman Road,201,9-15-2019

TRESPASS/DRUNK IN PUBLIC,1815 Stadium Road   201,9-15-2019

ASSIST CITIZENMEDICAL,432 McCormick Rd   201,9-15-2019

LOST PROPERTY,1815 Stadium Road      201,9-15-2019

DISORDERLY CONDUCT,1815 Stadium Road     201,9-15-2019

ASSIST AGENCY WARRANT,215 Hereford Drive    201,9-15-2019

STATE VEHICLE CRASH,201 Cabell Drive  NO PI  201,9-16-2019

LARCENY,1240 Lee Street       201,9-16-2019

VERBAL THREATS,1240 Lee Street      201,9-16-2019

LARCENY,1989 University Avenue      201,9-16-2019

ASSAULT SIMPLE,1215 Lee Street     201,9-17-2019

STATE VEHICLE CRASH,1215 Lee Street  NO PI  201,9-17-2019

HIT AND RUN,1210 Lee Street       201,9-17-2019

MISC  NONCRIMINAL CALL,2304 Ivy Rd      201,9-17-2019

LARCENY FROM MOTOR VEHICLE,143 Mimosa Drive     201,9-17-2019

ASSIST AGENCY,1001 Emmet Street N      201,9-17-2019

ASSUALT SIMPLE,1215 Lee Street      201,9-17-2019

ASSIST AGENCY,104 14th St     201,9-18-2019

STATE VEHICLE CRASH,457 Pratt Drive    201,9-18-2019

ASSAULT BY INTIMIDATION,1702 University Ave   201,9-18-2019

HIT AND RUN,1815 Stadium Rd     201,9-18-2019

POLICE CRASH REPORT  University Avenue,20,9-19-2019

PROPERTY DAMAGE,380 Crispell Drive    20,9-19-2019

FRAUDFALSE PRETENSE,382 McCormick Road   20,9-19-2019

STATE VEHICLE CRASH,210 Copeley Road    20,9-19-2019

ASSIST CITIZEN MEDICAL,508 Floyd Dr    20,9-20-2019

ASSIST CITIZEN MEDICAL,430 Tree House Dr    20,9-20-2019

ASSIST CITIZEN MEDICAL,165 Rugby Rd    20,9-20-2019

TRESPASS,15th ST NW      20,9-20-2019

HIT AND RUN,525 McCormick Rd     20,9-20-2019

ASSIST CITIZEN MEDICAL,508 Floyd Dr 140   20,9-20-2019

ASSIST CITIZEN MEDICAL,534 Buckler Dr 1  20,9-20-2019

"DISORDERLY CONDUCT, VANDALISM",161 Rugby Rd   20,9-20-2019

"MISC NON CRIMINAL CALL, PROPERTY DAMAGE",600 Massie Rd  20,9-21-2019

ASSIST CITIZEN MEDICAL,72 Lambeth Commons    20,9-21-2019

ASSIST AGENCY,117 11TH ST SW     20,9-21-2019

ASSIST CITIZEN MEDICAL,436 McCormick Rd    20,9-21-2019

POLICE CRASH REPORT  Hereford Dr,20,9-21-2019

FOUND PROPERTY  Whitehead Rd,20,9-21-2019

LOST PROPERTY,1215 Lee Street     20,9-21-2019

ASSIST CITIZEN MEDICAL,84 Monroe Hill Rd 110   20,9-22-2019

ASSIST CITIZEN MEDICAL,420 McCormick Rd    20,9-22-2019

LIQUOR LAW VIOLATION,1505 University Ave    20,9-22-2019

ASSAULT SIMPLE,1210 Lee Street    20,9-22-2019

ASSIST CITIZEN MEDICAL,496 Floyd Dr    20,9-22-2019

FALSE ID,1215 Lee St      20,9-22-2019

FOUND PROPERTY,1540 Jefferson Park Ave   20,9-22-2019

FOUND PROPERTY,20 S Lawn     20,9-22-2019

ASSIST AGENCY WARRANT,1215 Lee Street    20,9-23-2019

LOST PROPERTY,1335 Lee Street      20,9-23-2019

MEDICAL ASSIST,1300 Jefferson Park Ave    20,9-23-2019

SUSPICIOUS ACTIVITY,164 McCormick Road    20,9-23-2019

FOUND PROPERTY,1215 Lee Street     20,9-23-2019

FOUND PROPERTY,432 McCormick Road     20,9-23-2019

SIMPLE ASSAULT,1215 Lee Street 7th Floor    20,9-23-2019

FOUND PROPERTY,2304 Ivy Road      20,9-23-2019

ASSIST CITIZENMENTAL,1215 Lee Street    20,9-24-2019

LOST PROPERTY,265 Hereford Drive    20,9-24-2019

ASSIST CITIZENMEDICAL,210 Emmet Street   20,9-24-2019

ASSIST CITIZENMEDICAL,450 Whitehead Road   20,9-24-2019

TRESPASS,160 McCormick Rd      20,9-25-2019

VANDALISM,1204 W Main street      20,9-25-2019

TRESPASS,1826 University Ave      20,9-25-2019

TRESPASS,1215 Lee St       201,9-26-2019

ARREST,1215 Lee St       201,9-26-2019

FALSE ALARM,160 McCormick Rd     201,9-26-2019

ASSIST CITIZEN MISC,2304 Ivy Rd    201,9-26-2019

ASSAULT SIMPLE,1215 Lee St     201,9-26-2019

LARCENY,295 Massie Rd      201,9-26-2019

ASSIST RESCUE,407 Massie Rd     201,9-26-2019

FRAUD  FALSE PRETENSE,472 Faulkner Way   201,9-26-2019

HIT AND RUN,1815 Stadium Rd     201,9-26-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,425 Tree House Dr.  201,9-27-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,385 McCormick Rd  201,9-27-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,430 Tree House Dr  201,9-27-2019

FOUND PROPERTY,295 Massie Rd      201,9-27-2019

SUSPICIOUS ACTIVITY,165 Rugby Rd     201,9-27-2019

HIT AND RUN,202 Jeanette Lancaster Way    201,9-27-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,568 Buckler Dr   201,9-27-2019

ASSIST CITIZEN MEDICAL,265 Hereford Drive    201,9-28-2019

ASSIST CITIZEN MEDICAL,579 McCormick Road    201,9-28-2019

ASSIST CITIZEN MEDICAL,508 Floyd Drive    201,9-28-2019

ASSIST CITIZEN MEDICAL,195 Vaughn Drive     201,9-28-2019

ASSIST CITIZEN MEDICAL,478 Floyd Drive     201,9-28-2019

ASSIST AGENCY  Lee St,201,9-29-2019

ASSIST CITIZEN MEDICAL,425 Treehouse Dr. 300    201,9-29-2019

ASSIST CITIZEN MENTAL,508 Floyd Dr. 352    201,9-29-2019

ASSIST CITIZEN MEDICAL,580 Massie Rd     201,9-29-2019

ASSIST CITIZEN MENTAL,201 Sprigg Ln 101    201,9-29-2019

STATE VEHICLE CRASH REPORT  McCormick Rd,201,9-30-2019

BURGLARY,520 Edgemont Rd.      201,9-30-2019

LARCENY,1222 Jefferson Park Ave.     201,9-30-2019

FOUND PROPERTY  Lee Street,201,10-1-2019

FOUND PROPERTY,458 Lambeth Commons     201,10-1-2019

ASSIST CITIZENMEDICAL,1240 Lee Street   201,10-1-2019

FOUND PROPERTY,425 Treehouse Drive     201,10-1-2019

STATE VEHICLE CRASH  McCormick Road,201,10-1-2019

LARCENY,1335 Lee Street     201,10-1-2019

FRAUD,235 Hereford Drive 172     201,10-1-2019

LOST PROPERTY,102 Amphitheater Way     201,10-1-2019

POLICE CRASH REPORT  McCormick Road,201,10-1-2019

FOUND PROPERTY  Jefferson Park Avenue,201,10-1-2019

PROPERTY DAMAGE,1815 Stadium Road    201,10-2-2019

ASSIST AGENCY,1885 Westview Road    201,10-2-2019

ASSIST CITIZEN MEDICAL,215 Hereford Drive   201,10-3-2019

ASSAULT SIMPLE,1204 West Main Street    201,10-3-2019

ASSIST CITIZEN MEDICAL,400 Brandon Ave   201,10-3-2019

GRAND LARCENY,400 Emmet Street South    201,10-3-2019

LOST PROPERTY,164 McCormick Road    201,10-3-2019

LARCENY THEFT FROM BUILDING,1215 Lee Street   201,10-3-2019

TRAFFIC ACCIDENT,1815 Stadium Road    201,10-3-2019

ASSAULT SIMPLE,1215 Lee Street    201,10-3-2019

ACCIDENT W/O INJURIES,85 Engineers Way    201,10-3-2019

VIOLATE PROTECTIVE ORDER,1215 Lee Street    201,10-3-2019

ASSIST CITIZEN MEDICAL,420 McCormick Rd   201,10-4-2019

DOMESTIC DISTURBANCE,520 Seymour Rd    201,10-4-2019

FOUND PROPERTY,252 McCormick Rd    201,10-4-2019

LOST/FOUND PROPERTY,1215 Lee St    201,10-4-2019

LOST/FOUND PROPERTY,2304 Ivy Rd     201,10-5-2019

THEFT OF MOTOR VEHICLE PARTS,1210 Lee Street   201,10-5-2019

ASSIST CITIZEN MEDICAL,64 Lambeth Commons   201,10-5-2019

LOST/FOUND PROPERTY,14 E Lawn      201,10-6-2019

ASSAULTSIMPLE,1215 Lee Street    201,10-6-2019

FOUND PROPERTY  Jefferson Park Ave @ W Main St,201,10-7-2019

DRIVER EXCHANGE,117 11th St SW    201,10-7-2019

LOST PROPERTY,1210 Lee St     201,10-7-2019

NARCOTICS VIOLATION,440 McCormick Rd    201,10-7-2019

DEATH INVESTIGATION,380 Crispell Drive   201,10-8-2019

DRIVERS EXCHANGE,567 McCormick Road     201,10-9-2019

LARCENY,1215 Lee Street       201,10-9-2019

FOUND PROPERTY,130 Culbreth Road      201,10-9-2019

STATE VEHICLE CRASH REPORT,460 Pratt Drive     2019,10-9-2019

LOST PROPERTY,405 Emmet Street S #G04      201,10-9-2019

FOUND PROPERTY,409 McCormick Rd      201,10-10-2019

LOST PROPERTY,575 Alderman Rd      201,10-10-2019

FOUND PROPERTY,295 Massie Rd      201,10-10-2019

ASSIST AGENCYMEDICAL,450 Whitehead Rd      201,10-10-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,555 McCormick Rd   201,10-10-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,430 Tree House Dr   201,10-10-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,774 Alderman Rd    201,10-10-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,436 McCormick Rd    201,10-11-2019

HIT AND RUN  Lane Rd,201,10-11-2019

ASSIST CITIZEN/ECO,55 Lambeth     201,10-11-2019

LARCENY,1210 Lee St        201,10-11-2019

ASSIST CITIZEN/UNDERAGE POSSESSION,405 Emmet St S     201,10-11-2019

ASSUALT SIMPLE,1215 Lee St      201,10-12-2019

HIT AND RUN,568 Buckler Dr 3     201,10-12-2019

ASSIST CITIZENMENTAL/TDO/ECO,252 McCormick Rd  201,10-12-2019

ASSIST CITIZENMEDICAL,51 Lambeth Commons 1    201,10-13-2019

ASSIST CITIZENMEDICAL  Jefferson Park Ave @ Emmet St S,201,10-13-2019

ASSAULT SIMPLE,1215 Lee St 3195    201,10-13-2019

ASSIST CITIZENMENTAL/TDO/ECO,1215 Lee Street   201,10-13-2019

ASSAULT SIMPLE,1215 Lee St      201,10-13-2019

SUSPICIOUS EMAIL,1215 Lee St         201,10-14-2019

STALKING,565 McCormick Rd.      201,10-14-2019

INDECENT EXPOSURE,1215 Lee St         201,10-14-2019

ASSIST CITIZEN MENTAL,52 Monroe Hill         201,10-14-2019

HIT AND RUN,295 Massie Rd.      201,10-14-2019

STALKING,351 McCormick Rd.      201,10-14-2019

ASSIST CITIZEN MEDICAL,291 McCormick Rd       201,10-14-2019
